@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric

@data
29586,'2020/10/01 16:11:34:538',179,0,0,0,0,0,0,0,0,80,0
29587,'2020/10/01 16:11:34:631',179,0,0,0,0,0,0,0,0,80,0
29588,'2020/10/01 16:11:34:631',179,0,0,0,0,0,0,0,0,80,0
29589,'2020/10/01 16:11:34:631',179,0,0,0,0,0,0,0,0,80,0
29590,'2020/10/01 16:11:34:631',179,0,0,0,0,0,0,0,0,80,0
29591,'2020/10/01 16:11:34:631',179,0,0,0,0,0,0,0,0,80,0
29592,'2020/10/01 16:11:34:631',179,0,0,0,0,0,0,0,0,80,0
29593,'2020/10/01 16:11:34:735',179,0,0,0,0,0,0,0,0,80,0
29594,'2020/10/01 16:11:34:735',179,0,0,0,0,0,0,0,0,80,0
29595,'2020/10/01 16:11:34:735',179,0,0,0,0,0,0,0,0,80,0
29596,'2020/10/01 16:11:34:735',179,0,0,0,0,0,0,0,0,80,0
29597,'2020/10/01 16:11:34:735',179,0,0,0,0,0,0,0,0,80,0
29598,'2020/10/01 16:11:34:735',179,0,0,0,0,0,0,0,0,80,0
29599,'2020/10/01 16:11:34:840',179,0,0,0,0,0,0,0,0,80,0
29600,'2020/10/01 16:11:34:840',179,0,0,0,0,0,0,0,0,80,0
29601,'2020/10/01 16:11:34:840',179,0,0,0,0,0,0,0,0,80,0
29602,'2020/10/01 16:11:34:840',179,0,0,0,0,0,0,0,0,80,0
29603,'2020/10/01 16:11:34:840',179,0,0,0,0,0,0,0,0,80,0
29604,'2020/10/01 16:11:34:840',179,0,0,0,0,0,0,0,0,80,0
29605,'2020/10/01 16:11:34:933',179,0,0,0,0,0,0,0,0,80,0
29606,'2020/10/01 16:11:34:933',179,0,0,0,0,0,0,0,0,80,0
29607,'2020/10/01 16:11:34:934',179,0,0,0,0,0,0,0,0,80,0
29608,'2020/10/01 16:11:34:934',179,0,0,0,0,0,0,0,0,80,0
29609,'2020/10/01 16:11:34:934',179,0,0,0,0,0,0,0,0,80,0
29610,'2020/10/01 16:11:34:934',179,0,0,0,0,0,0,0,0,80,0
29611,'2020/10/01 16:11:35:037',179,0,0,0,0,0,0,0,0,80,0
29612,'2020/10/01 16:11:35:037',179,0,0,0,0,0,0,0,0,80,0
29613,'2020/10/01 16:11:35:037',179,0,0,0,0,0,0,0,0,80,0
29614,'2020/10/01 16:11:35:038',179,0,0,0,0,0,0,0,0,80,0
29615,'2020/10/01 16:11:35:038',179,0,0,0,0,0,0,0,0,80,0
29616,'2020/10/01 16:11:35:038',179,0,0,0,0,0,0,0,0,80,0
29617,'2020/10/01 16:11:35:142',179,0,0,0,0,0,0,0,0,80,0
29618,'2020/10/01 16:11:35:143',179,0,0,0,0,0,0,0,0,80,0
29619,'2020/10/01 16:11:35:143',179,0,0,0,0,0,0,0,0,80,0
29620,'2020/10/01 16:11:35:143',179,0,0,0,0,0,0,0,0,80,0
29621,'2020/10/01 16:11:35:143',179,0,0,0,0,0,0,0,0,80,0
29622,'2020/10/01 16:11:35:143',179,0,0,0,0,0,0,0,0,80,0
29623,'2020/10/01 16:11:35:235',179,0,0,0,0,0,0,0,0,80,0
29624,'2020/10/01 16:11:35:235',179,0,0,0,0,0,0,0,0,80,0
29625,'2020/10/01 16:11:35:235',179,0,0,0,0,0,0,0,0,80,0
29626,'2020/10/01 16:11:35:235',179,0,0,0,0,0,0,0,0,80,0
29627,'2020/10/01 16:11:35:235',179,0,0,0,0,0,0,0,0,80,0
29628,'2020/10/01 16:11:35:235',179,0,0,0,0,0,0,0,0,80,0
29629,'2020/10/01 16:11:35:340',179,0,0,0,0,0,0,0,0,80,0
29630,'2020/10/01 16:11:35:340',179,0,0,0,0,0,0,0,0,80,0
29631,'2020/10/01 16:11:35:340',179,0,0,0,0,0,0,0,0,80,0
29632,'2020/10/01 16:11:35:340',179,0,0,0,0,0,0,0,0,80,0
29633,'2020/10/01 16:11:35:340',179,0,0,0,0,0,0,0,0,80,0
29634,'2020/10/01 16:11:35:340',179,0,0,0,0,0,0,0,0,80,0
29635,'2020/10/01 16:11:35:432',179,0,0,0,0,0,0,0,0,80,0
29636,'2020/10/01 16:11:35:432',179,0,0,0,0,0,0,0,0,80,0
29637,'2020/10/01 16:11:35:432',179,0,0,0,0,0,0,0,0,80,0
29638,'2020/10/01 16:11:35:432',179,0,0,0,0,0,0,0,0,80,0
29639,'2020/10/01 16:11:35:432',179,0,0,0,0,0,0,0,0,80,0
29640,'2020/10/01 16:11:35:432',179,0,0,0,0,0,0,0,0,80,0
29641,'2020/10/01 16:11:35:536',179,0,0,0,0,0,0,0,0,80,0
29642,'2020/10/01 16:11:35:537',179,0,0,0,0,0,0,0,0,80,0
29643,'2020/10/01 16:11:35:537',179,0,0,0,0,0,0,0,0,80,0
29644,'2020/10/01 16:11:35:537',179,0,0,0,0,0,0,0,0,80,0
29645,'2020/10/01 16:11:35:537',179,0,0,0,0,0,0,0,0,80,0
29646,'2020/10/01 16:11:35:537',179,0,0,0,0,0,0,0,0,80,0
29647,'2020/10/01 16:11:35:641',179,0,0,0,0,0,0,0,0,80,0
29648,'2020/10/01 16:11:35:641',179,0,0,0,0,0,0,0,0,80,0
29649,'2020/10/01 16:11:35:641',179,0,0,0,0,0,0,0,0,80,0
29650,'2020/10/01 16:11:35:641',179,0,0,0,0,0,0,0,0,80,0
29651,'2020/10/01 16:11:35:641',179,0,0,0,0,0,0,0,0,80,0
29652,'2020/10/01 16:11:35:641',179,0,0,0,0,0,0,0,0,80,0
29653,'2020/10/01 16:11:35:734',179,0,0,0,0,0,0,0,0,80,0
29654,'2020/10/01 16:11:35:734',179,0,0,0,0,0,0,0,0,80,0
29655,'2020/10/01 16:11:35:734',179,0,0,0,0,0,0,0,0,80,0
29656,'2020/10/01 16:11:35:734',179,0,0,0,0,0,0,0,0,80,0
29657,'2020/10/01 16:11:35:734',179,0,0,0,0,0,0,0,0,80,0
29658,'2020/10/01 16:11:35:734',179,0,0,0,0,0,0,0,0,80,0
29659,'2020/10/01 16:11:35:840',179,0,0,0,0,0,0,0,0,80,0
29660,'2020/10/01 16:11:35:840',179,0,0,0,0,0,0,0,0,80,0
29661,'2020/10/01 16:11:35:840',179,0,0,0,0,0,0,0,0,80,0
29662,'2020/10/01 16:11:35:840',179,0,0,0,0,0,0,0,0,80,0
29663,'2020/10/01 16:11:35:840',179,0,0,0,0,0,0,0,0,80,0
29664,'2020/10/01 16:11:35:840',179,0,0,0,0,0,0,0,0,80,0
29665,'2020/10/01 16:11:35:931',179,0,0,0,0,0,0,0,0,80,0
29666,'2020/10/01 16:11:35:933',179,0,0,0,0,0,0,0,0,80,0
29667,'2020/10/01 16:11:35:933',179,0,0,0,0,0,0,0,0,80,0
29668,'2020/10/01 16:11:35:933',179,0,0,0,0,0,0,0,0,80,0
29669,'2020/10/01 16:11:35:933',179,0,0,0,0,0,0,0,0,80,0
29670,'2020/10/01 16:11:35:934',179,0,0,0,0,0,0,0,0,80,0
29671,'2020/10/01 16:11:36:037',179,0,0,0,0,0,0,0,0,80,0
29672,'2020/10/01 16:11:36:037',179,0,0,0,0,0,0,0,0,80,0
29673,'2020/10/01 16:11:36:037',179,0,0,0,0,0,0,0,0,80,0
29674,'2020/10/01 16:11:36:037',179,0,0,0,0,0,0,0,0,80,0
29675,'2020/10/01 16:11:36:037',179,0,0,0,0,0,0,0,0,80,0
29676,'2020/10/01 16:11:36:037',179,0,0,0,0,0,0,0,0,80,0
29677,'2020/10/01 16:11:36:142',179,0,0,0,0,0,0,0,0,80,0
29678,'2020/10/01 16:11:36:142',179,0,0,0,0,0,0,0,0,80,0
29679,'2020/10/01 16:11:36:142',179,0,0,0,0,0,0,0,0,80,0
29680,'2020/10/01 16:11:36:142',179,0,0,0,0,0,0,0,0,80,0
29681,'2020/10/01 16:11:36:142',179,0,0,0,0,0,0,0,0,80,0
29682,'2020/10/01 16:11:36:142',179,0,0,0,0,0,0,0,0,80,0
29683,'2020/10/01 16:11:36:234',179,0,0,0,0,0,0,0,0,80,0
29684,'2020/10/01 16:11:36:235',179,0,0,0,0,0,0,0,0,80,0
29685,'2020/10/01 16:11:36:235',179,0,0,0,0,0,0,0,0,80,0
29686,'2020/10/01 16:11:36:235',179,0,0,0,0,0,0,0,0,80,0
29687,'2020/10/01 16:11:36:235',179,0,0,0,0,0,0,0,0,80,0
29688,'2020/10/01 16:11:36:235',179,0,0,0,0,0,0,0,0,80,0
29689,'2020/10/01 16:11:36:338',179,0,0,0,0,0,0,0,0,80,0
29690,'2020/10/01 16:11:36:338',179,0,0,0,0,0,0,0,0,80,0
29691,'2020/10/01 16:11:36:338',179,0,0,0,0,0,0,0,0,80,0
29692,'2020/10/01 16:11:36:338',179,0,0,0,0,0,0,0,0,80,0
29693,'2020/10/01 16:11:36:338',179,0,0,0,0,0,0,0,0,80,0
29694,'2020/10/01 16:11:36:338',179,0,0,0,0,0,0,0,0,80,0
29695,'2020/10/01 16:11:36:431',179,0,0,0,0,0,0,0,0,80,0
29696,'2020/10/01 16:11:36:431',179,0,0,0,0,0,0,0,0,80,0
29697,'2020/10/01 16:11:36:431',179,0,0,0,0,0,0,0,0,80,0
29698,'2020/10/01 16:11:36:431',179,0,0,0,0,0,0,0,0,80,0
29699,'2020/10/01 16:11:36:431',179,0,0,0,0,0,0,0,0,80,0
29700,'2020/10/01 16:11:36:431',179,0,0,0,0,0,0,0,0,80,0
29701,'2020/10/01 16:11:36:535',179,0,0,0,0,0,0,0,0,80,0
29702,'2020/10/01 16:11:36:535',179,0,0,0,0,0,0,0,0,80,0
29703,'2020/10/01 16:11:36:535',179,0,0,0,0,0,0,0,0,80,0
29704,'2020/10/01 16:11:36:535',179,0,0,0,0,0,0,0,0,80,0
29705,'2020/10/01 16:11:36:535',179,0,0,0,0,0,0,0,0,80,0
29706,'2020/10/01 16:11:36:535',179,0,0,0,0,0,0,0,0,80,0
29707,'2020/10/01 16:11:36:640',179,0,0,0,0,0,0,0,0,127,0
29708,'2020/10/01 16:11:36:640',179,0,0,0,0,0,0,0,0,127,0
29709,'2020/10/01 16:11:36:640',179,0,0,0,0,0,0,0,0,127,0
29710,'2020/10/01 16:11:36:640',179,0,0,0,0,0,0,0,0,127,0
29711,'2020/10/01 16:11:36:640',179,0,0,0,0,0,0,0,0,127,0
29712,'2020/10/01 16:11:36:640',179,0,0,0,0,0,0,0,0,127,0
29713,'2020/10/01 16:11:36:733',179,0,0,0,0,0,0,0,0,127,0
29714,'2020/10/01 16:11:36:733',179,0,0,0,0,0,0,0,0,127,0
29715,'2020/10/01 16:11:36:733',179,0,0,0,0,0,0,0,0,127,0
29716,'2020/10/01 16:11:36:733',179,0,0,0,0,0,0,0,0,127,0
29717,'2020/10/01 16:11:36:733',179,0,0,0,0,0,0,0,0,127,0
29718,'2020/10/01 16:11:36:733',179,0,0,0,0,0,0,0,0,127,0
29719,'2020/10/01 16:11:36:837',179,0,0,0,0,0,0,0,0,127,0
29720,'2020/10/01 16:11:36:837',179,0,0,0,0,0,0,0,0,127,0
29721,'2020/10/01 16:11:36:837',179,0,0,0,0,0,0,0,0,127,0
29722,'2020/10/01 16:11:36:837',179,0,0,0,0,0,0,0,0,127,0
29723,'2020/10/01 16:11:36:837',179,0,0,0,0,0,0,0,0,127,0
29724,'2020/10/01 16:11:36:837',179,0,0,0,0,0,0,0,0,127,0
29725,'2020/10/01 16:11:36:943',179,0,0,0,0,0,0,0,0,127,0
29726,'2020/10/01 16:11:36:944',179,0,0,0,0,0,0,0,0,127,0
29727,'2020/10/01 16:11:36:944',179,0,0,0,0,0,0,0,0,127,0
29728,'2020/10/01 16:11:36:944',179,0,0,0,0,0,0,0,0,127,0
29729,'2020/10/01 16:11:36:944',179,0,0,0,0,0,0,0,0,127,0
29730,'2020/10/01 16:11:36:944',179,0,0,0,0,0,0,0,0,127,0
29731,'2020/10/01 16:11:37:034',179,0,0,0,0,0,0,0,0,127,0
29732,'2020/10/01 16:11:37:034',179,0,0,0,0,0,0,0,0,127,0
29733,'2020/10/01 16:11:37:034',179,0,0,0,0,0,0,0,0,127,0
29734,'2020/10/01 16:11:37:035',179,0,0,0,0,0,0,0,0,127,0
29735,'2020/10/01 16:11:37:035',179,0,0,0,0,0,0,0,0,127,0
29736,'2020/10/01 16:11:37:035',179,0,0,0,0,0,0,0,0,127,0
29737,'2020/10/01 16:11:37:139',179,0,0,0,0,0,0,0,0,127,0
29738,'2020/10/01 16:11:37:140',179,0,0,0,0,0,0,0,0,127,0
29739,'2020/10/01 16:11:37:140',179,0,0,0,0,0,0,0,0,127,0
29740,'2020/10/01 16:11:37:140',179,0,0,0,0,0,0,0,0,127,0
29741,'2020/10/01 16:11:37:140',179,0,0,0,0,0,0,0,0,127,0
29742,'2020/10/01 16:11:37:140',179,0,0,0,0,0,0,0,0,127,0
29743,'2020/10/01 16:11:37:231',179,0,0,0,0,0,0,0,0,127,0
29744,'2020/10/01 16:11:37:232',179,0,0,0,0,0,0,0,0,127,0
29745,'2020/10/01 16:11:37:232',179,0,0,0,0,0,0,0,0,127,0
29746,'2020/10/01 16:11:37:232',179,0,0,0,0,0,0,0,0,127,0
29747,'2020/10/01 16:11:37:232',179,0,0,0,0,0,0,0,0,127,0
29748,'2020/10/01 16:11:37:232',179,0,0,0,0,0,0,0,0,127,0
29749,'2020/10/01 16:11:37:336',179,0,0,0,0,0,0,0,0,127,0
29750,'2020/10/01 16:11:37:336',179,0,0,0,0,0,0,0,0,127,0
29751,'2020/10/01 16:11:37:337',179,0,0,0,0,0,0,0,0,127,0
29752,'2020/10/01 16:11:37:337',179,0,0,0,0,0,0,0,0,127,0
29753,'2020/10/01 16:11:37:337',179,0,0,0,0,0,0,0,0,127,0
29754,'2020/10/01 16:11:37:337',179,0,0,0,0,0,0,0,0,127,0
29755,'2020/10/01 16:11:37:443',179,0,0,0,0,0,0,0,0,127,0
29756,'2020/10/01 16:11:37:443',179,0,0,0,0,0,0,0,0,127,0
29757,'2020/10/01 16:11:37:443',179,0,0,0,0,0,0,0,0,127,0
29758,'2020/10/01 16:11:37:444',179,0,0,0,0,0,0,0,0,127,0
29759,'2020/10/01 16:11:37:444',179,0,0,0,0,0,0,0,0,127,0
29760,'2020/10/01 16:11:37:444',179,0,0,0,0,0,0,0,0,127,0
29761,'2020/10/01 16:11:37:533',179,0,0,0,0,0,0,0,0,127,0
29762,'2020/10/01 16:11:37:533',179,0,0,0,0,0,0,0,0,127,0
29763,'2020/10/01 16:11:37:534',179,0,0,0,0,0,0,0,0,127,0
29764,'2020/10/01 16:11:37:534',179,0,0,0,0,0,0,0,0,127,0
29765,'2020/10/01 16:11:37:534',179,0,0,0,0,0,0,0,0,127,0
29766,'2020/10/01 16:11:37:534',179,0,0,0,0,0,0,0,0,127,0
29767,'2020/10/01 16:11:37:638',179,0,0,0,0,0,0,0,0,127,0
29768,'2020/10/01 16:11:37:638',179,0,0,0,0,0,0,0,0,127,0
29769,'2020/10/01 16:11:37:638',179,0,0,0,0,0,0,0,0,127,0
29770,'2020/10/01 16:11:37:638',179,0,0,0,0,0,0,0,0,127,0
29771,'2020/10/01 16:11:37:638',179,0,0,0,0,0,0,0,0,127,0
29772,'2020/10/01 16:11:37:638',179,0,0,0,0,0,0,0,0,127,0
29773,'2020/10/01 16:11:37:731',179,0,0,0,0,0,0,0,0,127,0
29774,'2020/10/01 16:11:37:731',179,0,0,0,0,0,0,0,0,127,0
29775,'2020/10/01 16:11:37:731',179,0,0,0,0,0,0,0,0,127,0
29776,'2020/10/01 16:11:37:731',179,0,0,0,0,0,0,0,0,127,0
29777,'2020/10/01 16:11:37:731',179,0,0,0,0,0,0,0,0,127,0
29778,'2020/10/01 16:11:37:731',179,0,0,0,0,0,0,0,0,127,0
29779,'2020/10/01 16:11:37:836',179,0,0,0,0,0,0,0,0,127,0
29780,'2020/10/01 16:11:37:836',179,0,0,0,0,0,0,0,0,127,0
29781,'2020/10/01 16:11:37:836',179,0,0,0,0,0,0,0,0,127,0
29782,'2020/10/01 16:11:37:836',179,0,0,0,0,0,0,0,0,127,0
29783,'2020/10/01 16:11:37:836',179,0,0,0,0,0,0,0,0,127,0
29784,'2020/10/01 16:11:37:836',179,0,0,0,0,0,0,0,0,127,0
29785,'2020/10/01 16:11:37:940',179,0,0,0,0,0,0,0,0,127,0
29786,'2020/10/01 16:11:37:941',179,0,0,0,0,0,0,0,0,127,0
29787,'2020/10/01 16:11:37:941',179,0,0,0,0,0,0,0,0,127,0
29788,'2020/10/01 16:11:37:941',179,0,0,0,0,0,0,0,0,127,0
29789,'2020/10/01 16:11:37:941',179,0,0,0,0,0,0,0,0,127,0
29790,'2020/10/01 16:11:37:941',179,0,0,0,0,0,0,0,0,127,0
29791,'2020/10/01 16:11:38:033',179,0,0,0,0,0,0,0,0,127,0
29792,'2020/10/01 16:11:38:033',179,0,0,0,0,0,0,0,0,127,0
29793,'2020/10/01 16:11:38:033',179,0,0,0,0,0,0,0,0,127,0
29794,'2020/10/01 16:11:38:033',179,0,0,0,0,0,0,0,0,127,0
29795,'2020/10/01 16:11:38:033',179,0,0,0,0,0,0,0,0,127,0
29796,'2020/10/01 16:11:38:033',179,0,0,0,0,0,0,0,0,127,0
29797,'2020/10/01 16:11:38:138',179,0,0,0,0,0,0,0,0,127,0
29798,'2020/10/01 16:11:38:138',179,0,0,0,0,0,0,0,0,127,0
29799,'2020/10/01 16:11:38:138',179,0,0,0,0,0,0,0,0,127,0
29800,'2020/10/01 16:11:38:138',179,0,0,0,0,0,0,0,0,127,0
29801,'2020/10/01 16:11:38:138',179,0,0,0,0,0,0,0,0,127,0
29802,'2020/10/01 16:11:38:138',179,0,0,0,0,0,0,0,0,127,0
29803,'2020/10/01 16:11:38:241',179,0,0,0,0,0,0,0,0,127,0
29804,'2020/10/01 16:11:38:242',179,0,0,0,0,0,0,0,0,127,0
29805,'2020/10/01 16:11:38:242',179,0,0,0,0,0,0,0,0,127,0
29806,'2020/10/01 16:11:38:242',179,0,0,0,0,0,0,0,0,127,0
29807,'2020/10/01 16:11:38:242',179,0,0,0,0,0,0,0,0,127,0
29808,'2020/10/01 16:11:38:242',179,0,0,0,0,0,0,0,0,127,0
29809,'2020/10/01 16:11:38:336',179,0,0,0,0,0,0,0,0,127,0
29810,'2020/10/01 16:11:38:337',179,0,0,0,0,0,0,0,0,127,0
29811,'2020/10/01 16:11:38:337',179,0,0,0,0,0,0,0,0,127,0
29812,'2020/10/01 16:11:38:337',179,0,0,0,0,0,0,0,0,127,0
29813,'2020/10/01 16:11:38:338',179,0,0,0,0,0,0,0,0,127,0
29814,'2020/10/01 16:11:38:338',179,0,0,0,0,0,0,0,0,127,0
29815,'2020/10/01 16:11:38:439',179,0,0,0,0,0,0,0,0,127,0
29816,'2020/10/01 16:11:38:439',179,0,0,0,0,0,0,0,0,127,0
29817,'2020/10/01 16:11:38:439',179,0,0,0,0,0,0,0,0,127,0
29818,'2020/10/01 16:11:38:439',179,0,0,0,0,0,0,0,0,127,0
29819,'2020/10/01 16:11:38:439',179,0,0,0,0,0,0,0,0,127,0
29820,'2020/10/01 16:11:38:439',179,0,0,0,0,0,0,0,0,127,0
29821,'2020/10/01 16:11:38:532',179,0,0,0,0,0,0,0,0,127,0
29822,'2020/10/01 16:11:38:532',179,0,0,0,0,0,0,0,0,127,0
29823,'2020/10/01 16:11:38:532',179,0,0,0,0,0,0,0,0,127,0
29824,'2020/10/01 16:11:38:532',179,0,0,0,0,0,0,0,0,127,0
29825,'2020/10/01 16:11:38:532',179,0,0,0,0,0,0,0,0,127,0
29826,'2020/10/01 16:11:38:532',179,0,0,0,0,0,0,0,0,127,0
29827,'2020/10/01 16:11:38:638',179,0,0,0,0,0,0,0,0,127,0
29828,'2020/10/01 16:11:38:638',179,0,0,0,0,0,0,0,0,127,0
29829,'2020/10/01 16:11:38:638',179,0,0,0,0,0,0,0,0,127,0
29830,'2020/10/01 16:11:38:638',179,0,0,0,0,0,0,0,0,127,0
29831,'2020/10/01 16:11:38:638',179,0,0,0,0,0,0,0,0,127,0
29832,'2020/10/01 16:11:38:638',179,0,0,0,0,0,0,0,0,127,0
29833,'2020/10/01 16:11:38:743',179,0,0,0,0,0,0,0,0,127,0
29834,'2020/10/01 16:11:38:743',179,0,0,0,0,0,0,0,0,127,0
29835,'2020/10/01 16:11:38:743',179,0,0,0,0,0,0,0,0,127,0
29836,'2020/10/01 16:11:38:743',179,0,0,0,0,0,0,0,0,127,0
29837,'2020/10/01 16:11:38:743',179,0,0,0,0,0,0,0,0,127,0
29838,'2020/10/01 16:11:38:743',179,0,0,0,0,0,0,0,0,127,0
29839,'2020/10/01 16:11:38:834',179,0,0,0,0,0,0,0,0,127,0
29840,'2020/10/01 16:11:38:834',179,0,0,0,0,0,0,0,0,127,0
29841,'2020/10/01 16:11:38:834',179,0,0,0,0,0,0,0,0,127,0
29842,'2020/10/01 16:11:38:834',179,0,0,0,0,0,0,0,0,127,0
29843,'2020/10/01 16:11:38:834',179,0,0,0,0,0,0,0,0,127,0
29844,'2020/10/01 16:11:38:834',179,0,0,0,0,0,0,0,0,127,0
29845,'2020/10/01 16:11:38:939',179,0,0,0,0,0,0,0,0,127,0
29846,'2020/10/01 16:11:38:939',179,0,0,0,0,0,0,0,0,127,0
29847,'2020/10/01 16:11:38:939',179,0,0,0,0,0,0,0,0,127,0
29848,'2020/10/01 16:11:38:939',179,0,0,0,0,0,0,0,0,127,0
29849,'2020/10/01 16:11:38:939',179,0,0,0,0,0,0,0,0,127,0
29850,'2020/10/01 16:11:38:939',179,0,0,0,0,0,0,0,0,127,0
