@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 {0,1,2,3,4,5,6,7,8}

@data
378,'2020/10/01 16:53:51:863',3,0,0,0,0,0,0,1
379,'2020/10/01 16:53:51:956',3,0,0,0,0,0,0,1
380,'2020/10/01 16:53:51:956',3,0,0,0,0,0,0,1
381,'2020/10/01 16:53:51:956',3,0,0,0,0,0,0,1
382,'2020/10/01 16:53:51:956',3,0,0,0,0,0,0,1
383,'2020/10/01 16:53:51:956',3,0,0,0,0,0,0,1
384,'2020/10/01 16:53:51:956',3,0,0,0,0,0,0,1
385,'2020/10/01 16:53:52:060',3,0,0,0,0,0,0,1
386,'2020/10/01 16:53:52:060',3,0,0,0,0,0,0,1
387,'2020/10/01 16:53:52:060',3,0,0,0,0,0,0,1
388,'2020/10/01 16:53:52:060',3,0,0,0,0,0,0,1
389,'2020/10/01 16:53:52:060',3,0,0,0,0,0,0,1
390,'2020/10/01 16:53:52:061',3,0,0,0,0,0,0,1
391,'2020/10/01 16:53:52:154',3,0,0,0,0,0,0,1
392,'2020/10/01 16:53:52:154',3,0,0,0,0,0,0,1
393,'2020/10/01 16:53:52:154',3,0,0,0,0,0,0,1
394,'2020/10/01 16:53:52:154',3,0,0,0,0,0,0,1
395,'2020/10/01 16:53:52:154',3,0,0,0,0,0,0,1
396,'2020/10/01 16:53:52:154',3,0,0,0,0,0,0,1
397,'2020/10/01 16:53:52:262',3,0,0,0,0,0,0,1
398,'2020/10/01 16:53:52:262',3,0,0,0,0,0,0,1
399,'2020/10/01 16:53:52:262',3,0,0,0,0,0,0,1
400,'2020/10/01 16:53:52:262',3,0,0,0,0,0,0,1
401,'2020/10/01 16:53:52:262',3,0,0,0,0,0,0,1
402,'2020/10/01 16:53:52:262',3,0,0,0,0,0,0,1
403,'2020/10/01 16:53:52:362',3,0,0,0,0,0,0,1
404,'2020/10/01 16:53:52:362',3,0,0,0,0,0,0,1
405,'2020/10/01 16:53:52:362',3,0,0,0,0,0,0,1
406,'2020/10/01 16:53:52:362',3,0,0,0,0,0,0,1
407,'2020/10/01 16:53:52:362',3,0,0,0,0,0,0,1
408,'2020/10/01 16:53:52:362',3,0,0,0,0,0,0,1
409,'2020/10/01 16:53:52:455',3,0,0,0,0,0,0,1
410,'2020/10/01 16:53:52:455',3,0,0,0,0,0,0,1
411,'2020/10/01 16:53:52:455',3,0,0,0,0,0,0,1
412,'2020/10/01 16:53:52:455',3,0,0,0,0,0,0,1
413,'2020/10/01 16:53:52:455',3,0,0,0,0,0,0,1
414,'2020/10/01 16:53:52:455',3,0,0,0,0,0,0,1
415,'2020/10/01 16:53:52:561',3,0,0,0,0,0,0,1
416,'2020/10/01 16:53:52:561',3,0,0,0,0,0,0,1
417,'2020/10/01 16:53:52:561',3,0,0,0,0,0,0,1
418,'2020/10/01 16:53:52:561',3,0,0,0,0,0,0,1
419,'2020/10/01 16:53:52:561',3,0,0,0,0,0,0,1
420,'2020/10/01 16:53:52:561',3,0,0,0,0,0,0,1
421,'2020/10/01 16:53:52:664',3,0,0,0,0,0,0,1
422,'2020/10/01 16:53:52:664',3,0,0,0,0,0,0,1
423,'2020/10/01 16:53:52:664',3,0,0,0,0,0,0,1
424,'2020/10/01 16:53:52:664',3,0,0,0,0,0,0,1
425,'2020/10/01 16:53:52:664',3,0,0,0,0,0,0,1
426,'2020/10/01 16:53:52:664',3,0,0,0,0,0,0,1
427,'2020/10/01 16:53:52:757',3,0,0,0,0,0,0,1
428,'2020/10/01 16:53:52:758',3,0,0,0,0,0,0,1
429,'2020/10/01 16:53:52:758',3,0,0,0,0,0,0,1
430,'2020/10/01 16:53:52:758',3,0,0,0,0,0,0,1
431,'2020/10/01 16:53:52:758',3,0,0,0,0,0,0,1
432,'2020/10/01 16:53:52:758',3,0,0,0,0,0,0,1
433,'2020/10/01 17:09:10:003',4,0,0,0,0,0,0,2
434,'2020/10/01 17:09:10:003',4,0,0,0,0,0,0,2
435,'2020/10/01 17:09:10:003',4,0,0,0,0,0,0,2
436,'2020/10/01 17:09:10:003',4,0,0,0,0,0,0,2
437,'2020/10/01 17:09:10:003',4,0,0,0,0,0,0,2
438,'2020/10/01 17:09:10:003',4,0,0,0,0,0,0,2
439,'2020/10/01 17:09:10:107',4,0,0,0,0,0,0,2
440,'2020/10/01 17:09:10:107',4,0,0,0,0,0,0,2
441,'2020/10/01 17:09:10:107',4,0,0,0,0,0,0,2
442,'2020/10/01 17:09:10:107',4,0,0,0,0,0,0,2
443,'2020/10/01 17:09:10:107',4,0,0,0,0,0,0,2
444,'2020/10/01 17:09:10:107',4,0,0,0,0,0,0,2
445,'2020/10/01 17:09:10:201',4,0,0,0,0,0,0,2
446,'2020/10/01 17:09:10:202',4,0,0,0,0,0,0,2
447,'2020/10/01 17:09:10:202',4,0,0,0,0,0,0,2
448,'2020/10/01 17:09:10:202',4,0,0,0,0,0,0,2
449,'2020/10/01 17:09:10:202',4,0,0,0,0,0,0,2
450,'2020/10/01 17:09:10:202',4,0,0,0,0,0,0,2
451,'2020/10/01 17:09:10:306',4,0,0,0,0,0,0,2
452,'2020/10/01 17:09:10:306',4,0,0,0,0,0,0,2
453,'2020/10/01 17:09:10:306',4,0,0,0,0,0,0,2
454,'2020/10/01 17:09:10:306',4,0,0,0,0,0,0,2
455,'2020/10/01 17:09:10:306',4,0,0,0,0,0,0,2
456,'2020/10/01 17:09:10:306',4,0,0,0,0,0,0,2
457,'2020/10/01 17:09:10:410',4,0,0,0,0,0,0,2
458,'2020/10/01 17:09:10:410',4,0,0,0,0,0,0,2
459,'2020/10/01 17:09:10:410',4,0,0,0,0,0,0,2
460,'2020/10/01 17:09:10:411',4,0,0,0,0,0,0,2
461,'2020/10/01 17:09:10:411',4,0,0,0,0,0,0,2
462,'2020/10/01 17:09:10:411',4,0,0,0,0,0,0,2
463,'2020/10/01 17:09:10:501',4,0,0,0,0,0,0,2
464,'2020/10/01 17:09:10:501',4,0,0,0,0,0,0,2
465,'2020/10/01 17:09:10:501',4,0,0,0,0,0,0,2
466,'2020/10/01 17:09:10:501',4,0,0,0,0,0,0,2
467,'2020/10/01 17:09:10:501',4,0,0,0,0,0,0,2
468,'2020/10/01 17:09:10:501',4,0,0,0,0,0,0,2
469,'2020/10/01 17:09:10:607',4,0,0,0,0,0,0,2
470,'2020/10/01 17:09:10:607',4,0,0,0,0,0,0,2
471,'2020/10/01 17:09:10:608',4,0,0,0,0,0,0,2
472,'2020/10/01 17:09:10:608',4,0,0,0,0,0,0,2
473,'2020/10/01 17:09:10:608',4,0,0,0,0,0,0,2
474,'2020/10/01 17:09:10:608',4,0,0,0,0,0,0,2
475,'2020/10/01 17:09:10:698',4,0,0,0,0,0,0,2
476,'2020/10/01 17:09:10:698',4,0,0,0,0,0,0,2
477,'2020/10/01 17:09:10:698',4,0,0,0,0,0,0,2
478,'2020/10/01 17:09:10:699',4,0,0,0,0,0,0,2
479,'2020/10/01 17:09:10:699',4,0,0,0,0,0,0,2
480,'2020/10/01 17:09:10:699',4,0,0,0,0,0,0,2
481,'2020/10/01 17:09:17:114',5,0,0,0,0,0,0,3
482,'2020/10/01 17:09:17:116',5,0,0,0,0,0,0,3
483,'2020/10/01 17:09:17:116',5,0,0,0,0,0,0,3
484,'2020/10/01 17:09:17:116',5,0,0,0,0,0,0,3
485,'2020/10/01 17:09:17:116',5,0,0,0,0,0,0,3
486,'2020/10/01 17:09:17:117',5,0,0,0,0,0,0,3
487,'2020/10/01 17:09:17:200',5,0,0,0,0,0,0,3
488,'2020/10/01 17:09:17:200',5,0,0,0,0,0,0,3
489,'2020/10/01 17:09:17:200',5,0,0,0,0,0,0,3
490,'2020/10/01 17:09:17:200',5,0,0,0,0,0,0,3
491,'2020/10/01 17:09:17:200',5,0,0,0,0,0,0,3
492,'2020/10/01 17:09:17:200',5,0,0,0,0,0,0,3
493,'2020/10/01 17:09:17:306',5,0,0,0,0,0,0,3
494,'2020/10/01 17:09:17:306',5,0,0,0,0,0,0,3
495,'2020/10/01 17:09:17:306',5,0,0,0,0,0,0,3
496,'2020/10/01 17:09:17:307',5,0,0,0,0,0,0,3
497,'2020/10/01 17:09:17:308',5,0,0,0,0,0,0,3
498,'2020/10/01 17:09:17:308',5,0,0,0,0,0,0,3
499,'2020/10/01 17:09:17:409',5,0,0,0,0,0,0,3
500,'2020/10/01 17:09:17:409',5,0,0,0,0,0,0,3
501,'2020/10/01 17:09:17:409',5,0,0,0,0,0,0,3
502,'2020/10/01 17:09:17:409',5,0,0,0,0,0,0,3
503,'2020/10/01 17:09:17:409',5,0,0,0,0,0,0,3
504,'2020/10/01 17:09:17:409',5,0,0,0,0,0,0,3
505,'2020/10/01 17:09:17:502',5,0,0,0,0,0,0,3
506,'2020/10/01 17:09:17:502',5,0,0,0,0,0,0,3
507,'2020/10/01 17:09:17:502',5,0,0,0,0,0,0,3
508,'2020/10/01 17:09:17:502',5,0,0,0,0,0,0,3
509,'2020/10/01 17:09:17:502',5,0,0,0,0,0,0,3
510,'2020/10/01 17:09:17:502',5,0,0,0,0,0,0,3
511,'2020/10/01 17:09:17:606',5,0,0,0,0,0,0,3
512,'2020/10/01 17:09:17:606',5,0,0,0,0,0,0,3
513,'2020/10/01 17:09:17:606',5,0,0,0,0,0,0,3
514,'2020/10/01 17:09:17:606',5,0,0,0,0,0,0,3
515,'2020/10/01 17:09:17:607',5,0,0,0,0,0,0,3
516,'2020/10/01 17:09:17:607',5,0,0,0,0,0,0,3
517,'2020/10/01 17:09:17:699',5,0,0,0,0,0,0,3
518,'2020/10/01 17:09:17:699',5,0,0,0,0,0,0,3
519,'2020/10/01 17:09:17:699',5,0,0,0,0,0,0,3
520,'2020/10/01 17:09:17:699',5,0,0,0,0,0,0,3
521,'2020/10/01 17:09:17:699',5,0,0,0,0,0,0,3
522,'2020/10/01 17:09:17:699',5,0,0,0,0,0,0,3
523,'2020/10/01 17:09:17:804',5,0,0,0,0,0,0,3
524,'2020/10/01 17:09:17:804',5,0,0,0,0,0,0,3
525,'2020/10/01 17:09:17:804',5,0,0,0,0,0,0,3
526,'2020/10/01 17:09:17:804',5,0,0,0,0,0,0,3
527,'2020/10/01 17:09:17:804',5,0,0,0,0,0,0,3
528,'2020/10/01 17:09:17:804',5,0,0,0,0,0,0,3
529,'2020/10/01 17:09:17:909',5,0,0,0,0,0,0,3
530,'2020/10/01 17:09:17:909',5,0,0,0,0,0,0,3
531,'2020/10/01 17:09:17:909',5,0,0,0,0,0,0,3
532,'2020/10/01 17:09:17:909',5,0,0,0,0,0,0,3
533,'2020/10/01 17:09:17:909',5,0,0,0,0,0,0,3
534,'2020/10/01 17:09:17:909',5,0,0,0,0,0,0,3
535,'2020/10/01 17:09:18:001',5,0,0,0,0,0,0,3
536,'2020/10/01 17:09:18:001',5,0,0,0,0,0,0,3
537,'2020/10/01 17:09:18:001',5,0,0,0,0,0,0,3
538,'2020/10/01 17:09:18:001',5,0,0,0,0,0,0,3
539,'2020/10/01 17:09:18:001',5,0,0,0,0,0,0,3
540,'2020/10/01 17:09:18:001',5,0,0,0,0,0,0,3
541,'2020/10/01 17:09:18:106',5,0,0,0,0,0,0,3
542,'2020/10/01 17:09:18:106',5,0,0,0,0,0,0,3
543,'2020/10/01 17:09:18:106',5,0,0,0,0,0,0,3
544,'2020/10/01 17:09:18:106',5,0,0,0,0,0,0,3
545,'2020/10/01 17:09:18:106',5,0,0,0,0,0,0,3
546,'2020/10/01 17:09:18:106',5,0,0,0,0,0,0,3
547,'2020/10/01 17:09:18:200',5,0,0,0,0,0,0,3
548,'2020/10/01 17:09:18:200',5,0,0,0,0,0,0,3
549,'2020/10/01 17:09:18:200',5,0,0,0,0,0,0,3
550,'2020/10/01 17:09:18:200',5,0,0,0,0,0,0,3
551,'2020/10/01 17:09:18:200',5,0,0,0,0,0,0,3
552,'2020/10/01 17:09:18:200',5,0,0,0,0,0,0,3
553,'2020/10/01 17:09:18:303',5,0,0,0,0,0,0,3
554,'2020/10/01 17:09:18:303',5,0,0,0,0,0,0,3
555,'2020/10/01 17:09:18:303',5,0,0,0,0,0,0,3
556,'2020/10/01 17:09:18:303',5,0,0,0,0,0,0,3
557,'2020/10/01 17:09:18:303',5,0,0,0,0,0,0,3
558,'2020/10/01 17:09:18:303',5,0,0,0,0,0,0,3
559,'2020/10/01 17:09:18:408',5,0,0,0,0,0,0,3
560,'2020/10/01 17:09:18:409',5,0,0,0,0,0,0,3
561,'2020/10/01 17:09:18:410',5,0,0,0,0,0,0,3
562,'2020/10/01 17:09:18:410',5,0,0,0,0,0,0,3
563,'2020/10/01 17:09:18:410',5,0,0,0,0,0,0,3
564,'2020/10/01 17:09:18:410',5,0,0,0,0,0,0,3
565,'2020/10/01 17:09:18:500',5,0,0,0,0,0,0,3
566,'2020/10/01 17:09:18:501',5,0,0,0,0,0,0,3
567,'2020/10/01 17:09:18:501',5,0,0,0,0,0,0,3
568,'2020/10/01 17:09:18:501',5,0,0,0,0,0,0,3
569,'2020/10/01 17:09:18:501',5,0,0,0,0,0,0,3
570,'2020/10/01 17:09:18:501',5,0,0,0,0,0,0,3
571,'2020/10/01 17:09:18:605',5,0,0,0,0,0,0,3
572,'2020/10/01 17:09:18:605',5,0,0,0,0,0,0,3
573,'2020/10/01 17:09:18:605',5,0,0,0,0,0,0,3
574,'2020/10/01 17:09:18:605',5,0,0,0,0,0,0,3
575,'2020/10/01 17:09:18:605',5,0,0,0,0,0,0,3
576,'2020/10/01 17:09:18:605',5,0,0,0,0,0,0,3
577,'2020/10/01 17:09:18:710',5,0,0,0,0,0,0,3
578,'2020/10/01 17:09:18:710',5,0,0,0,0,0,0,3
579,'2020/10/01 17:09:18:710',5,0,0,0,0,0,0,3
580,'2020/10/01 17:09:18:710',5,0,0,0,0,0,0,3
581,'2020/10/01 17:09:18:710',5,0,0,0,0,0,0,3
582,'2020/10/01 17:09:18:710',5,0,0,0,0,0,0,3
583,'2020/10/01 17:09:18:802',5,0,0,0,0,0,0,3
584,'2020/10/01 17:09:18:802',5,0,0,0,0,0,0,3
585,'2020/10/01 17:09:18:802',5,0,0,0,0,0,0,3
586,'2020/10/01 17:09:18:802',5,0,0,0,0,0,0,3
587,'2020/10/01 17:09:18:802',5,0,0,0,0,0,0,3
588,'2020/10/01 17:09:18:802',5,0,0,0,0,0,0,3
589,'2020/10/01 17:09:18:907',5,0,0,0,0,0,0,3
590,'2020/10/01 17:09:18:907',5,0,0,0,0,0,0,3
591,'2020/10/01 17:09:18:907',5,0,0,0,0,0,0,3
592,'2020/10/01 17:09:18:907',5,0,0,0,0,0,0,3
593,'2020/10/01 17:09:18:907',5,0,0,0,0,0,0,3
594,'2020/10/01 17:09:18:907',5,0,0,0,0,0,0,3
595,'2020/10/01 17:09:19:000',5,0,0,0,0,0,0,3
596,'2020/10/01 17:09:19:000',5,0,0,0,0,0,0,3
597,'2020/10/01 17:09:19:000',5,0,0,0,0,0,0,3
598,'2020/10/01 17:09:19:000',5,0,0,0,0,0,0,3
599,'2020/10/01 17:09:19:000',5,0,0,0,0,0,0,3
600,'2020/10/01 17:09:19:000',5,0,0,0,0,0,0,3
601,'2020/10/01 17:09:19:104',5,0,0,0,0,0,0,3
602,'2020/10/01 17:09:19:105',5,0,0,0,0,0,0,3
603,'2020/10/01 17:09:19:105',5,0,0,0,0,0,0,3
604,'2020/10/01 17:09:19:106',5,0,0,0,0,0,0,3
605,'2020/10/01 17:09:19:106',5,0,0,0,0,0,0,3
606,'2020/10/01 17:09:19:106',5,0,0,0,0,0,0,3
607,'2020/10/01 17:09:19:210',5,0,0,0,0,0,0,3
608,'2020/10/01 17:09:19:210',5,0,0,0,0,0,0,3
609,'2020/10/01 17:09:19:210',5,0,0,0,0,0,0,3
610,'2020/10/01 17:09:19:210',5,0,0,0,0,0,0,3
611,'2020/10/01 17:09:19:210',5,0,0,0,0,0,0,3
612,'2020/10/01 17:09:19:210',5,0,0,0,0,0,0,3
613,'2020/10/01 17:09:19:302',5,0,0,0,0,0,0,3
614,'2020/10/01 17:09:19:302',5,0,0,0,0,0,0,3
615,'2020/10/01 17:09:19:302',5,0,0,0,0,0,0,3
616,'2020/10/01 17:09:19:302',5,0,0,0,0,0,0,3
617,'2020/10/01 17:09:19:302',5,0,0,0,0,0,0,3
618,'2020/10/01 17:09:19:302',5,0,0,0,0,0,0,3
619,'2020/10/01 17:09:19:406',5,0,0,0,0,0,0,3
620,'2020/10/01 17:09:19:406',5,0,0,0,0,0,0,3
621,'2020/10/01 17:09:19:406',5,0,0,0,0,0,0,3
622,'2020/10/01 17:09:19:406',5,0,0,0,0,0,0,3
623,'2020/10/01 17:09:19:406',5,0,0,0,0,0,0,3
624,'2020/10/01 17:09:19:406',5,0,0,0,0,0,0,3
625,'2020/10/01 17:09:24:305',6,0,0,0,0,0,0,5
626,'2020/10/01 17:09:24:306',6,0,0,0,0,0,0,5
627,'2020/10/01 17:09:24:306',6,0,0,0,0,0,0,5
628,'2020/10/01 17:09:24:306',6,0,0,0,0,0,0,5
629,'2020/10/01 17:09:24:306',6,0,0,0,0,0,0,5
630,'2020/10/01 17:09:24:306',6,0,0,0,0,0,0,5
631,'2020/10/01 17:09:24:400',6,0,0,0,0,0,0,5
632,'2020/10/01 17:09:24:400',6,0,0,0,0,0,0,5
633,'2020/10/01 17:09:24:400',6,0,0,0,0,0,0,5
634,'2020/10/01 17:09:24:400',6,0,0,0,0,0,0,5
635,'2020/10/01 17:09:24:400',6,0,0,0,0,0,0,5
636,'2020/10/01 17:09:24:400',6,0,0,0,0,0,0,5
637,'2020/10/01 17:09:24:503',6,0,0,0,0,0,0,5
638,'2020/10/01 17:09:24:503',6,0,0,0,0,0,0,5
639,'2020/10/01 17:09:24:503',6,0,0,0,0,0,0,5
640,'2020/10/01 17:09:24:503',6,0,0,0,0,0,0,5
641,'2020/10/01 17:09:24:503',6,0,0,0,0,0,0,5
642,'2020/10/01 17:09:24:503',6,0,0,0,0,0,0,5
643,'2020/10/01 17:09:24:607',6,0,0,0,0,0,0,5
644,'2020/10/01 17:09:24:607',6,0,0,0,0,0,0,5
645,'2020/10/01 17:09:24:607',6,0,0,0,0,0,0,5
646,'2020/10/01 17:09:24:607',6,0,0,0,0,0,0,5
647,'2020/10/01 17:09:24:607',6,0,0,0,0,0,0,5
648,'2020/10/01 17:09:24:607',6,0,0,0,0,0,0,5
649,'2020/10/01 17:09:24:700',6,0,0,0,0,0,0,5
650,'2020/10/01 17:09:24:700',6,0,0,0,0,0,0,5
651,'2020/10/01 17:09:24:700',6,0,0,0,0,0,0,5
652,'2020/10/01 17:09:24:700',6,0,0,0,0,0,0,5
653,'2020/10/01 17:09:24:700',6,0,0,0,0,0,0,5
654,'2020/10/01 17:09:24:700',6,0,0,0,0,0,0,5
655,'2020/10/01 17:09:24:805',6,0,0,0,0,0,0,5
656,'2020/10/01 17:09:24:805',6,0,0,0,0,0,0,5
657,'2020/10/01 17:09:24:805',6,0,0,0,0,0,0,5
658,'2020/10/01 17:09:24:805',6,0,0,0,0,0,0,5
659,'2020/10/01 17:09:24:805',6,0,0,0,0,0,0,5
660,'2020/10/01 17:09:24:805',6,0,0,0,0,0,0,5
661,'2020/10/01 17:09:24:909',6,0,0,0,0,0,0,5
662,'2020/10/01 17:09:24:910',6,0,0,0,0,0,0,5
663,'2020/10/01 17:09:24:910',6,0,0,0,0,0,0,5
664,'2020/10/01 17:09:24:910',6,0,0,0,0,0,0,5
665,'2020/10/01 17:09:24:910',6,0,0,0,0,0,0,5
666,'2020/10/01 17:09:24:910',6,0,0,0,0,0,0,5
667,'2020/10/01 17:09:25:003',6,0,0,0,0,0,0,5
668,'2020/10/01 17:09:25:004',6,0,0,0,0,0,0,5
669,'2020/10/01 17:09:25:004',6,0,0,0,0,0,0,5
670,'2020/10/01 17:09:25:004',6,0,0,0,0,0,0,5
671,'2020/10/01 17:09:25:004',6,0,0,0,0,0,0,5
672,'2020/10/01 17:09:25:004',6,0,0,0,0,0,0,5
673,'2020/10/01 17:09:25:108',6,0,0,0,0,0,0,5
674,'2020/10/01 17:09:25:109',6,0,0,0,0,0,0,5
675,'2020/10/01 17:09:25:109',6,0,0,0,0,0,0,5
676,'2020/10/01 17:09:25:109',6,0,0,0,0,0,0,5
677,'2020/10/01 17:09:25:109',6,0,0,0,0,0,0,5
678,'2020/10/01 17:09:25:109',6,0,0,0,0,0,0,5
679,'2020/10/01 17:09:25:199',6,0,0,0,0,0,0,5
680,'2020/10/01 17:09:25:200',6,0,0,0,0,0,0,5
681,'2020/10/01 17:09:25:200',6,0,0,0,0,0,0,5
682,'2020/10/01 17:09:25:200',6,0,0,0,0,0,0,5
683,'2020/10/01 17:09:25:200',6,0,0,0,0,0,0,5
684,'2020/10/01 17:09:25:200',6,0,0,0,0,0,0,5
685,'2020/10/01 17:09:25:304',6,0,0,0,0,0,0,5
686,'2020/10/01 17:09:25:304',6,0,0,0,0,0,0,5
687,'2020/10/01 17:09:25:304',6,0,0,0,0,0,0,5
688,'2020/10/01 17:09:25:304',6,0,0,0,0,0,0,5
689,'2020/10/01 17:09:25:305',6,0,0,0,0,0,0,5
690,'2020/10/01 17:09:25:305',6,0,0,0,0,0,0,5
691,'2020/10/01 17:09:25:408',6,0,0,0,0,0,0,5
692,'2020/10/01 17:09:25:409',6,0,0,0,0,0,0,5
693,'2020/10/01 17:09:25:409',6,0,0,0,0,0,0,5
694,'2020/10/01 17:09:25:409',6,0,0,0,0,0,0,5
695,'2020/10/01 17:09:25:409',6,0,0,0,0,0,0,5
696,'2020/10/01 17:09:25:409',6,0,0,0,0,0,0,5
697,'2020/10/01 17:09:25:501',6,0,0,0,0,0,0,5
698,'2020/10/01 17:09:25:501',6,0,0,0,0,0,0,5
699,'2020/10/01 17:09:25:501',6,0,0,0,0,0,0,5
700,'2020/10/01 17:09:25:502',6,0,0,0,0,0,0,5
701,'2020/10/01 17:09:25:502',6,0,0,0,0,0,0,5
702,'2020/10/01 17:09:25:502',6,0,0,0,0,0,0,5
703,'2020/10/01 17:09:25:606',6,0,0,0,0,0,0,5
704,'2020/10/01 17:09:25:606',6,0,0,0,0,0,0,5
705,'2020/10/01 17:09:25:606',6,0,0,0,0,0,0,5
706,'2020/10/01 17:09:25:606',6,0,0,0,0,0,0,5
707,'2020/10/01 17:09:25:606',6,0,0,0,0,0,0,5
708,'2020/10/01 17:09:25:606',6,0,0,0,0,0,0,5
709,'2020/10/01 17:09:25:700',6,0,0,0,0,0,0,5
710,'2020/10/01 17:09:25:700',6,0,0,0,0,0,0,5
711,'2020/10/01 17:09:25:700',6,0,0,0,0,0,0,5
712,'2020/10/01 17:09:25:700',6,0,0,0,0,0,0,5
713,'2020/10/01 17:09:25:700',6,0,0,0,0,0,0,5
714,'2020/10/01 17:09:25:700',6,0,0,0,0,0,0,5
715,'2020/10/01 17:09:25:803',6,0,0,0,0,0,0,5
716,'2020/10/01 17:09:25:803',6,0,0,0,0,0,0,5
717,'2020/10/01 17:09:25:803',6,0,0,0,0,0,0,5
718,'2020/10/01 17:09:25:803',6,0,0,0,0,0,0,5
719,'2020/10/01 17:09:25:803',6,0,0,0,0,0,0,5
720,'2020/10/01 17:09:25:803',6,0,0,0,0,0,0,5
721,'2020/10/01 17:09:25:908',6,0,0,0,0,0,0,5
722,'2020/10/01 17:09:25:908',6,0,0,0,0,0,0,5
723,'2020/10/01 17:09:25:908',6,0,0,0,0,0,0,5
724,'2020/10/01 17:09:25:908',6,0,0,0,0,0,0,5
725,'2020/10/01 17:09:25:908',6,0,0,0,0,0,0,5
726,'2020/10/01 17:09:25:908',6,0,0,0,0,0,0,5
727,'2020/10/01 17:09:26:001',6,0,0,0,0,0,0,5
728,'2020/10/01 17:09:26:001',6,0,0,0,0,0,0,5
729,'2020/10/01 17:09:26:001',6,0,0,0,0,0,0,5
730,'2020/10/01 17:09:26:001',6,0,0,0,0,0,0,5
731,'2020/10/01 17:09:26:001',6,0,0,0,0,0,0,5
732,'2020/10/01 17:09:26:001',6,0,0,0,0,0,0,5
733,'2020/10/01 17:09:26:105',6,0,0,0,0,0,0,5
734,'2020/10/01 17:09:26:105',6,0,0,0,0,0,0,5
735,'2020/10/01 17:09:26:105',6,0,0,0,0,0,0,5
736,'2020/10/01 17:09:26:105',6,0,0,0,0,0,0,5
737,'2020/10/01 17:09:26:105',6,0,0,0,0,0,0,5
738,'2020/10/01 17:09:26:105',6,0,0,0,0,0,0,5
739,'2020/10/01 17:09:26:210',6,0,0,0,0,0,0,5
740,'2020/10/01 17:09:26:210',6,0,0,0,0,0,0,5
741,'2020/10/01 17:09:26:210',6,0,0,0,0,0,0,5
742,'2020/10/01 17:09:26:210',6,0,0,0,0,0,0,5
743,'2020/10/01 17:09:26:210',6,0,0,0,0,0,0,5
744,'2020/10/01 17:09:26:210',6,0,0,0,0,0,0,5
745,'2020/10/01 17:09:26:302',6,0,0,0,0,0,0,5
746,'2020/10/01 17:09:26:303',6,0,0,0,0,0,0,5
747,'2020/10/01 17:09:26:303',6,0,0,0,0,0,0,5
748,'2020/10/01 17:09:26:303',6,0,0,0,0,0,0,5
749,'2020/10/01 17:09:26:303',6,0,0,0,0,0,0,5
750,'2020/10/01 17:09:26:303',6,0,0,0,0,0,0,5
751,'2020/10/01 17:09:26:407',6,0,0,0,0,0,0,5
752,'2020/10/01 17:09:26:407',6,0,0,0,0,0,0,5
753,'2020/10/01 17:09:26:407',6,0,0,0,0,0,0,5
754,'2020/10/01 17:09:26:407',6,0,0,0,0,0,0,5
755,'2020/10/01 17:09:26:407',6,0,0,0,0,0,0,5
756,'2020/10/01 17:09:26:407',6,0,0,0,0,0,0,5
757,'2020/10/01 17:09:26:501',6,0,0,0,0,0,0,5
758,'2020/10/01 17:09:26:501',6,0,0,0,0,0,0,5
759,'2020/10/01 17:09:26:501',6,0,0,0,0,0,0,5
760,'2020/10/01 17:09:26:501',6,0,0,0,0,0,0,5
761,'2020/10/01 17:09:26:501',6,0,0,0,0,0,0,5
762,'2020/10/01 17:09:26:501',6,0,0,0,0,0,0,5
763,'2020/10/01 17:09:26:604',6,0,0,0,0,0,0,5
764,'2020/10/01 17:09:26:604',6,0,0,0,0,0,0,5
765,'2020/10/01 17:09:26:604',6,0,0,0,0,0,0,5
766,'2020/10/01 17:09:26:604',6,0,0,0,0,0,0,5
767,'2020/10/01 17:09:26:605',6,0,0,0,0,0,0,5
768,'2020/10/01 17:09:26:605',6,0,0,0,0,0,0,5
769,'2020/10/01 17:09:31:504',7,0,0,0,0,0,0,2
770,'2020/10/01 17:09:31:505',7,0,0,0,0,0,0,2
771,'2020/10/01 17:09:31:505',7,0,0,0,0,0,0,2
772,'2020/10/01 17:09:31:505',7,0,0,0,0,0,0,2
773,'2020/10/01 17:09:31:505',7,0,0,0,0,0,0,2
774,'2020/10/01 17:09:31:505',7,0,0,0,0,0,0,2
775,'2020/10/01 17:09:31:609',7,0,0,0,0,0,0,2
776,'2020/10/01 17:09:31:610',7,0,0,0,0,0,0,2
777,'2020/10/01 17:09:31:610',7,0,0,0,0,0,0,2
778,'2020/10/01 17:09:31:610',7,0,0,0,0,0,0,2
779,'2020/10/01 17:09:31:610',7,0,0,0,0,0,0,2
780,'2020/10/01 17:09:31:610',7,0,0,0,0,0,0,2
781,'2020/10/01 17:09:31:702',7,0,0,0,0,0,0,2
782,'2020/10/01 17:09:31:702',7,0,0,0,0,0,0,2
783,'2020/10/01 17:09:31:702',7,0,0,0,0,0,0,2
